d:\hsom\src\data\shanx017.krn 05.2,05.2,09.2,09.2,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,05.2,05.2,07.2,07.2,05.2,05.2,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,05.2,05.2,09.2,09.2,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,05.2,05.2,07.2,07.2,05.2,05.2,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx018.krn 06.0,06.0,08.0,08.0,08.0,08.0,06.0,09.0,06.0,06.0,08.0,08.0,06.0,06.0,09.0,07.0,07.8,07.8,07.8,07.8,06.0,06.0,09.0,05.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8,06.0,06.0,08.0,08.0,08.0,08.0,06.0,09.0,06.0,06.0,08.0,08.0,06.0,06.0,09.0,07.0,07.8,07.8,07.8,07.8,06.0,06.0,09.0,05.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx019.krn 06.0,06.0,06.0,09.0,08.0,08.0,05.2,05.2,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,09.0,09.0,09.0,09.0,07.8,07.8,05.0,05.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.0,06.0,06.0,09.0,08.0,08.0,05.2,05.2,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,09.0,09.0,09.0,09.0,07.8,07.8,05.0,05.0,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx020.krn 07.0,07.0,07.0,06.0,05.8,05.8,03.8,05.8,07.8,07.8,06.0,06.0,08.0,08.0,06.0,09.0,07.0,07.0,07.0,07.8,05.8,05.8,05.8,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.0,05.8,05.8,03.8,05.8,07.8,07.8,06.0,06.0,08.0,08.0,06.0,09.0,07.0,07.0,07.0,07.8,05.8,05.8,03.8,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx021.krn 09.2,09.2,09.2,09.2,05.2,05.2,05.2,08.2,07.2,07.2,05.2,05.2,05.2,05.2,05.2,09.2,06.0,06.0,09.0,09.0,05.0,05.0,05.0,06.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,09.2,09.2,09.2,09.2,05.2,05.2,05.2,08.2,07.2,07.2,05.2,05.2,05.2,05.2,05.2,09.2,06.0,06.0,09.0,09.0,05.0,05.0,05.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx022.krn 08.0,06.0,08.0,05.2,07.0,07.0,07.0,07.0,08.0,06.0,08.0,05.2,07.2,07.2,07.2,07.2,05.2,08.0,08.0,06.0,06.0,06.0,06.0,08.0,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,08.0,06.0,08.0,05.2,07.0,07.0,07.0,07.0,08.0,06.0,08.0,05.2,07.2,07.2,07.2,07.2,05.2,08.0,08.0,06.0,06.0,06.0,06.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx023.krn 05.2,05.2,05.2,07.2,09.2,09.2,09.2,09.2,09.2,09.2,07.2,07.2,05.2,05.2,08.0,08.0,05.2,05.2,06.0,06.0,06.0,06.0,08.0,08.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,05.2,05.2,05.2,07.2,09.2,09.2,09.2,09.2,09.2,09.2,07.2,07.2,05.2,05.2,08.0,08.0,05.2,05.2,05.2,06.0,06.0,06.0,05.2,05.2,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx025.krn 06.0,06.0,08.0,08.0,08.0,08.0,07.2,09.0,06.0,06.0,06.0,06.0,06.0,06.0,09.0,09.0,05.0,05.0,07.8,07.8,07.0,07.0,09.0,09.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8,06.0,06.0,08.0,08.0,08.0,08.0,07.2,09.0,06.0,06.0,06.0,06.0,06.0,06.0,09.0,09.0,05.0,05.0,07.8,07.8,06.0,06.0,09.0,05.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx026.krn 06.0,06.0,06.0,06.0,08.0,08.0,07.2,07.2,08.0,08.0,06.0,06.0,09.0,09.0,07.0,07.0,06.0,06.0,06.0,06.0,08.0,08.0,05.2,05.2,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.0,06.0,06.0,06.0,08.0,08.0,07.2,07.2,08.0,08.0,06.0,06.0,09.0,09.0,07.0,07.0,05.0,05.0,05.0,09.0,07.0,07.0,07.8,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx027.krn 06.0,06.0,07.0,07.0,07.0,07.0,07.0,07.0,07.2,07.2,07.2,07.2,07.2,07.2,06.2,06.2,07.2,07.2,08.0,08.0,05.2,05.2,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,07.0,07.0,07.0,07.0,06.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,09.2,09.2,08.0,08.0,09.0,09.0,06.0,06.0,09.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx028.krn 08.0,08.0,06.0,06.0,06.0,06.0,09.0,05.2,09.0,07.0,05.0,07.8,05.8,05.8,05.8,05.8,05.0,05.0,05.0,09.0,07.0,07.0,05.0,07.8,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,08.0,08.0,06.0,06.0,06.0,06.0,08.0,05.2,09.0,07.0,05.0,07.8,05.8,05.8,05.8,05.8,05.0,05.0,05.0,09.0,07.0,07.0,05.0,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx029.krn 08.0,08.0,08.0,08.0,08.0,08.0,09.0,09.0,09.0,09.0,09.0,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,06.2,06.2,09.0,07.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,08.0,08.0,08.0,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,06.0,06.0,09.0,07.0,09.0,09.0,09.8,09.8,07.8,07.8,08.8,08.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8
d:\hsom\src\data\shanx031.krn 09.2,09.2,09.2,09.2,09.2,09.2,09.2,07.2,05.2,08.0,06.2,06.2,06.2,06.2,09.2,09.2,07.2,07.2,05.2,08.0,05.2,05.2,09.2,06.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,09.2,09.2,09.2,09.2,09.2,07.2,05.2,08.0,06.2,06.2,06.2,06.2,09.2,09.2,07.2,07.2,05.2,08.0,05.2,05.2,09.2,06.2,05.2,05.2,05.2,08.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx032.krn 08.0,08.0,06.0,06.0,06.0,06.0,08.0,05.2,09.0,09.0,09.0,07.0,05.0,05.0,07.8,07.8,09.0,09.0,09.0,06.0,07.0,07.0,05.0,07.8,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,08.0,08.0,06.0,06.0,06.0,06.0,08.0,05.2,09.0,09.0,09.0,07.0,05.0,05.0,07.8,07.8,09.0,09.0,09.0,06.0,07.0,07.0,05.0,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx034.krn 06.0,06.0,06.0,06.0,09.2,09.2,09.2,06.2,05.2,05.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,09.0,09.0,07.0,07.0,05.0,07.8,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.0,06.0,06.0,06.0,09.2,09.2,09.2,06.2,05.2,05.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,09.0,09.0,07.0,07.0,05.0,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx035.krn 08.0,08.0,08.0,08.0,06.0,06.0,09.0,09.0,05.2,05.2,05.2,07.2,09.2,06.2,09.2,09.2,07.2,07.2,07.2,05.2,08.0,08.0,09.2,06.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,05.2,05.2,05.2,07.2,09.2,09.2,06.2,06.2,08.0,08.0,06.2,06.2,08.0,06.0,09.0,09.0,05.0,05.0,05.0,07.0,09.0,06.0,09.0,09.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8
d:\hsom\src\data\shanx036.krn 07.2,07.2,08.0,08.0,08.0,08.0,06.0,08.0,07.2,07.2,06.0,06.0,06.0,06.0,09.0,09.0,09.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,08.0,08.0,08.0,08.0,06.0,08.0,07.2,07.2,06.0,06.0,06.0,06.0,09.0,09.0,09.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx037.krn 07.2,07.2,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,09.0,09.0,07.0,07.0,07.2,07.2,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,09.0,09.0,07.0,07.0,06.0,06.0,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx040.krn 06.0,06.0,08.0,08.0,07.0,07.0,07.0,07.0,06.0,06.0,08.0,08.0,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,06.0,06.0,08.0,08.0,07.0,07.0,07.0,07.0,06.0,06.0,08.0,08.0,07.2,07.2,06.2,06.2,05.2,05.2,08.0,08.0,06.0,06.0,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx041.krn 06.2,06.2,09.2,09.2,06.0,06.0,08.0,05.2,06.0,08.0,06.0,09.0,07.0,07.0,07.0,07.0,06.2,06.2,09.2,05.2,06.0,08.0,06.2,09.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,06.2,06.2,09.2,09.2,06.0,06.0,08.0,05.2,06.0,08.0,06.0,09.0,07.0,07.0,07.0,07.0,06.2,06.2,09.2,05.2,06.0,08.0,06.2,09.2,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx042.krn 07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,06.2,06.2,07.2,07.2,05.2,05.2,08.0,08.0,11.0,11.0,06.0,06.0,08.0,08.0,04.0,04.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,06.2,06.2,07.2,07.2,05.2,05.2,08.0,08.0,11.0,11.0,06.0,06.0,08.0,08.0,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx043.krn 09.0,09.0,09.0,09.0,08.0,08.0,08.0,08.0,07.8,07.8,05.8,05.8,08.8,08.8,08.8,08.8,07.0,07.0,07.0,07.0,09.0,09.0,06.0,06.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,09.0,08.0,08.0,08.0,08.0,07.8,07.8,05.8,05.8,08.8,08.8,08.8,08.8,07.0,07.0,07.0,07.0,09.0,06.0,05.0,05.0,07.8,07.8,07.8,07.8,07.8,07.8,07.8,07.8
d:\hsom\src\data\shanx044.krn 07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,06.2,06.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,08.0,08.0,05.2,05.2,09.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,06.2,06.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,08.0,08.0,05.2,05.2,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx045.krn 06.0,06.0,11.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,11.0,11.0,06.0,06.0,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,06.0,06.0,11.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,05.2,05.2,08.0,08.0,06.0,06.0,11.0,11.0,06.0,06.0,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx046.krn 08.0,08.0,08.0,08.0,09.2,09.2,09.2,09.2,06.0,06.0,09.0,09.0,09.0,09.0,06.0,06.0,08.0,08.0,09.2,09.2,06.0,06.0,06.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,09.2,09.2,09.2,09.2,06.0,06.0,09.0,09.0,09.0,09.0,06.0,06.0,08.0,08.0,09.2,09.2,06.0,06.0,06.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx048.krn 07.2,07.2,09.2,09.2,09.2,09.2,07.2,07.2,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,05.2,07.2,07.2,05.2,05.2,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.2,07.2,09.2,09.2,09.2,09.2,07.2,07.2,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,05.2,07.2,07.2,05.2,05.2,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx049.krn 07.2,07.2,09.2,09.2,09.2,09.2,09.2,07.2,08.0,08.0,06.2,06.2,06.2,06.2,09.2,09.2,07.2,07.2,08.0,08.0,05.2,05.2,05.2,06.0,05.2,05.2,05.2,05.2,05.2,05.2,05.2,05.2,07.2,07.2,09.2,09.2,09.2,09.2,09.2,07.2,08.0,08.0,06.2,06.2,06.2,06.2,09.2,09.2,07.2,07.2,08.0,08.0,05.2,05.2,05.2,05.2,08.0,08.0,09.0,09.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx050.krn 07.2,07.2,07.0,07.0,06.0,06.0,08.0,08.0,06.0,08.0,07.0,07.0,07.0,07.0,07.0,07.0,07.2,07.2,07.0,07.0,06.0,06.0,08.0,08.0,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,07.2,06.0,06.0,08.0,08.0,05.2,05.2,06.0,08.0,07.0,07.0,07.0,07.0,07.0,07.0,07.2,07.2,06.0,06.0,06.0,06.0,08.0,08.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx067.krn 09.2,06.2,09.2,07.2,09.2,09.2,09.2,09.2,06.0,06.0,06.0,08.0,05.2,05.2,05.2,05.2,05.2,07.2,09.2,06.2,06.0,08.0,05.2,05.2,09.2,07.2,10.0,08.0,06.0,06.0,06.0,06.0,09.2,06.2,09.2,07.2,09.2,06.2,09.2,07.2,06.0,06.0,06.0,08.0,05.2,05.2,05.2,05.2,05.2,07.2,09.2,06.2,06.0,08.0,05.2,05.2,09.2,06.2,10.0,08.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx070.krn 08.0,08.0,08.0,08.0,06.0,06.0,09.0,09.0,08.0,08.0,08.0,08.0,06.0,06.0,09.0,09.0,06.0,06.0,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,07.8,07.8,05.2,05.2,05.2,05.2,10.0,10.0,08.0,08.0,06.0,06.0,06.0,06.0,09.0,09.0,07.0,07.0,06.0,06.0,05.0,05.0,07.0,07.0,07.8,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx083.krn 09.2,09.2,09.2,07.2,05.2,05.2,10.0,10.0,08.0,08.0,09.0,09.0,06.0,06.0,06.0,06.0,08.0,08.0,08.0,09.2,05.2,05.2,10.0,10.0,08.0,08.0,09.0,09.0,06.0,06.0,06.0,06.0,09.0,09.0,06.0,06.0,05.2,05.2,10.0,08.0,06.0,06.0,06.0,08.0,05.2,05.2,09.0,09.0,06.0,06.0,06.0,08.0,06.0,06.0,05.0,05.0,09.0,09.0,07.0,09.0,05.0,05.0,05.0,05.0
d:\hsom\src\data\shanx097.krn 06.2,06.2,09.2,09.2,07.2,09.2,07.2,05.2,08.0,08.0,05.2,05.2,09.0,09.0,09.0,06.0,09.0,09.0,06.0,06.0,05.2,05.2,09.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.2,06.2,09.2,09.2,07.2,09.2,07.2,05.2,08.0,08.0,06.0,06.0,08.0,08.0,08.0,08.0,05.2,05.2,08.0,08.0,06.0,08.0,06.0,09.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx105.krn 05.2,05.2,08.0,05.2,06.0,06.0,06.0,06.0,06.0,06.0,05.2,05.2,08.0,08.0,06.0,06.0,05.2,05.2,08.0,06.0,09.0,09.0,07.0,07.0,05.0,05.0,05.0,05.0,07.8,07.8,05.8,05.8,05.2,05.2,06.0,06.0,05.2,05.2,08.0,08.0,06.0,06.0,06.0,06.0,09.0,09.0,07.0,05.0,07.0,07.0,07.8,07.8,05.8,05.8,05.0,05.0,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx106.krn 05.2,05.2,07.2,07.2,09.2,09.2,07.2,05.2,08.0,08.0,06.0,09.0,07.0,07.0,07.0,07.0,05.2,05.2,07.2,07.2,09.2,09.2,07.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,05.2,05.2,07.2,07.2,09.2,09.2,07.2,05.2,08.0,08.0,06.0,09.0,07.0,07.0,07.0,07.0,06.0,06.0,05.2,05.2,08.0,08.0,06.0,09.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0,06.0
d:\hsom\src\data\shanx113.krn 06.0,06.0,06.0,06.0,09.0,09.0,06.0,06.0,08.0,08.0,09.0,09.0,07.0,07.0,07.0,09.0,06.0,06.0,08.0,05.2,06.0,08.0,06.0,09.0,07.0,07.0,05.0,05.0,07.8,07.8,05.8,05.8,05.0,05.0,05.0,07.0,09.0,09.0,06.0,08.0,09.0,09.0,07.0,09.0,05.8,05.8,05.8,07.8,05.0,05.0,09.8,07.8,07.0,07.0,07.8,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx154.krn 07.0,07.0,09.8,09.8,07.8,07.8,07.8,07.8,08.0,08.0,08.0,08.0,09.0,09.0,08.0,08.0,09.0,09.0,08.0,08.0,07.0,07.0,07.8,07.8,05.0,05.0,05.0,05.0,05.0,05.0,05.0,05.0,09.0,09.0,09.0,09.0,08.0,08.0,08.0,08.0,05.0,05.0,07.8,07.8,06.0,06.0,09.0,09.0,07.0,07.0,09.0,06.0,09.8,09.8,07.8,07.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx162.krn 08.0,08.0,08.0,06.0,09.0,09.0,07.0,09.0,06.0,06.0,06.0,06.0,06.0,06.0,05.2,05.2,08.0,08.0,08.0,06.0,09.0,09.0,09.0,07.0,05.0,05.0,05.0,05.0,05.0,05.0,07.8,07.8,05.0,07.8,05.0,07.0,06.0,06.0,06.0,09.0,07.0,09.0,05.0,07.0,09.0,09.0,09.0,09.0,07.8,05.0,07.8,05.0,07.0,07.0,05.0,07.8,05.8,05.8,05.8,07.8,05.8,05.8,05.8,05.8
d:\hsom\src\data\shanx163.krn 07.2,07.2,07.2,09.2,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,08.0,08.0,07.2,07.2,07.2,07.2,09.0,09.0,06.0,06.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,08.0,07.2,07.2,07.2,07.2,07.2,07.2,05.2,05.2,08.0,08.0,08.0,08.0,08.0,08.0,06.0,06.0,09.0,09.0,09.0,09.0,09.0,09.0,07.0,09.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0
d:\hsom\src\data\shanx166.krn 06.0,06.0,08.0,06.0,07.0,07.0,07.0,07.0,08.0,08.0,06.0,09.0,07.0,07.0,07.0,07.0,06.0,06.0,06.0,06.0,08.0,08.0,06.0,09.0,07.0,09.0,07.0,05.0,07.8,07.8,07.8,07.8,07.0,07.0,07.0,07.0,06.0,06.0,06.0,06.0,07.8,07.8,05.0,05.0,04.0,04.0,04.0,04.0,07.8,07.8,07.8,05.0,07.8,07.8,05.8,08.8,06.8,06.8,06.8,06.8,06.8,06.8,06.8,06.8
d:\hsom\src\data\shanx167.krn 05.0,05.0,07.0,09.0,09.8,09.8,07.8,07.8,06.0,06.0,08.0,05.2,06.0,06.0,06.0,06.0,09.0,09.0,07.0,09.0,05.0,05.0,07.8,05.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,07.0,06.0,06.0,08.0,05.2,06.0,06.0,04.0,09.0,07.0,07.0,09.0,09.0,06.0,06.0,06.0,06.0,05.0,05.0,09.8,07.8,05.8,05.8,06.8,06.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8,05.8
